Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Month,Total Energy Generation (TWh)
India,2019,9826.65,5921.12,68.27,21.84,40.31,11.67,1541.22,0.43,Jul,10048.9
India,2019,943.15,18494.69,39.92,23.97,25.18,32.05,189.05,0.38,Jun,902.68
India,2019,5590.35,38041.3,58.26,25.55,52.42,25.43,4880.18,0.39,Mar,5767.54
India,2019,5531.52,20043.97,24.71,77.42,59.01,16.1,3538.07,0.33,May,5698.62
India,2019,8283.71,16157.73,79.53,38.09,41.35,34.65,472.3,0.22,Nov,8456.75
India,2019,4322.0,4693.35,63.77,62.47,26.61,33.19,4049.39,0.34,Oct,4401.98
India,2019,1397.45,18186.82,81.48,34.71,30.01,24.98,618.84,0.44,Sep,1321.57
India,2020,8903.93,49000.6,62.75,32.11,31.47,32.08,3862.09,0.46,Apr,8121.61
India,2020,7640.65,47523.32,68.43,58.66,52.78,31.01,4827.92,0.34,Aug,7338.44
India,2020,1204.34,14523.49,15.13,25.49,51.0,26.38,2299.65,0.17,Dec,1115.25
India,2020,7365.97,1470.38,69.88,26.47,43.36,20.74,2149.13,0.48,Feb,7397.22
India,2020,2609.34,18899.96,16.76,16.5,24.76,20.75,2572.82,0.18,Jan,2483.87
India,2020,8667.17,9601.4,24.76,40.35,40.04,28.8,2721.05,0.11,Jul,9068.82
India,2020,1887.02,24303.55,84.27,59.12,45.3,18.63,1277.17,0.4,Jun,1879.75
India,2020,8174.66,37611.35,29.94,50.66,54.16,36.42,3313.77,0.35,Mar,8365.72
India,2020,3090.28,19719.51,74.13,35.09,37.96,12.36,2442.35,0.22,May,2842.68
India,2020,2526.46,12935.95,35.21,45.52,25.43,17.18,3949.63,0.41,Nov,2600.49
India,2020,8988.53,42744.45,70.97,27.72,30.55,13.6,538.95,0.29,Oct,9333.81
India,2020,9367.86,27852.2,14.13,63.89,23.43,24.92,746.77,0.41,Sep,9115.48
India,2021,5469.86,9304.6,66.25,60.03,37.32,38.61,2741.01,0.12,Apr,5420.29
India,2021,7195.58,35110.35,23.61,53.11,42.81,10.18,2962.63,0.08,Aug,7301.51
India,2021,4346.34,18570.04,13.07,50.56,20.25,37.31,4140.7,0.07,Dec,4025.69
India,2021,5279.46,35835.45,24.14,20.77,44.21,18.96,2405.25,0.23,Feb,5149.51
India,2021,9315.64,28906.53,45.38,13.55,39.51,19.46,987.37,0.08,Jan,8941.15
India,2021,5222.91,25671.69,75.59,78.31,21.92,13.06,333.26,0.43,Jul,4815.29
India,2021,8843.44,36354.21,58.59,40.95,33.81,23.93,2898.05,0.47,Jun,8446.64
India,2021,8287.4,16650.64,37.92,60.7,46.5,22.35,1807.21,0.48,Mar,7543.41
India,2021,7489.95,15101.63,26.01,26.07,56.93,30.37,4315.4,0.21,May,6769.95
India,2021,6498.01,11009.92,89.1,13.34,37.08,12.16,4620.09,0.22,Nov,5979.96
India,2021,5506.93,35640.04,66.9,44.71,40.22,31.97,517.87,0.47,Oct,5751.81
India,2021,3975.22,7677.29,36.21,13.71,42.73,23.25,3778.0,0.2,Sep,3905.37
India,2022,9686.15,8287.49,13.83,58.61,48.78,23.77,3700.46,0.3,Apr,10120.8
India,2022,5052.62,14623.31,58.14,37.63,59.0,12.07,1495.41,0.27,Aug,4875.15
India,2022,7843.73,41039.37,17.43,34.29,48.72,21.79,2510.16,0.45,Dec,7426.23
India,2022,6955.21,48708.33,70.76,18.6,47.28,31.69,3756.57,0.36,Feb,6787.74
India,2022,4624.32,18103.03,68.61,20.62,35.78,37.33,1303.86,0.29,Jan,4466.75
India,2022,9348.14,18617.03,23.28,68.17,29.39,34.15,1383.98,0.2,Jul,8561.49
India,2022,2004.87,12309.24,48.73,18.99,58.58,35.8,4259.91,0.38,Jun,1997.1
India,2022,6699.81,13840.57,85.88,75.46,51.62,34.3,3154.05,0.16,Mar,6246.94
India,2022,404.2,11213.63,25.71,50.94,53.57,16.06,860.79,0.43,May,401.35
India,2022,3652.4,19166.83,22.15,24.39,22.47,15.1,2940.06,0.17,Nov,3643.38
India,2022,1613.6,32416.37,73.19,56.17,27.9,10.74,1252.12,0.43,Oct,1489.04
India,2022,9159.05,2669.58,73.6,44.64,59.9,35.9,3113.52,0.13,Sep,8327.43
India,2023,5733.82,47773.17,50.14,18.44,25.81,13.64,2155.86,0.25,Apr,5831.95
India,2023,8898.48,45724.82,81.11,39.39,49.95,35.38,767.0,0.5,Dec,8622.36
India,2023,7194.4,1182.49,50.42,33.44,24.89,33.23,3754.56,0.47,Feb,6537.73
India,2023,5261.81,40842.47,86.93,36.65,56.97,34.97,4921.68,0.48,Jan,5520.85
India,2023,9398.26,27074.88,21.65,39.56,37.71,23.78,1867.34,0.22,Jul,8539.89
India,2023,9710.21,44753.27,12.83,71.59,38.74,39.75,1992.03,0.46,Jun,9751.53
India,2023,4331.61,23410.57,19.71,53.72,32.85,31.74,4181.64,0.06,Mar,4537.59
India,2023,3573.39,30489.32,49.52,38.42,46.0,14.58,3625.09,0.43,May,3344.25
India,2023,5035.59,1949.43,17.36,38.0,45.24,23.5,792.24,0.39,Nov,4639.48
India,2023,4867.38,1771.4,76.22,68.04,40.37,33.71,3365.09,0.37,Oct,4469.27
India,2023,4700.77,33050.3,18.06,11.61,56.39,31.83,359.69,0.4,Sep,4444.54
India,2024,2864.95,40468.38,62.71,58.22,50.87,37.83,983.82,0.33,Apr,2621.88
India,2024,2309.22,24415.64,34.5,62.39,57.84,34.39,2556.54,0.09,Dec,2318.05
India,2024,2538.03,11028.02,77.75,72.89,21.39,28.49,3471.56,0.14,Feb,2307.94
India,2024,2268.48,2189.43,13.97,20.95,30.59,36.98,4761.19,0.25,Jan,2214.97
India,2024,9893.64,3912.56,27.07,31.7,57.59,18.56,3626.5,0.13,Jul,10383.42
India,2024,229.91,36406.08,26.91,40.1,55.89,19.84,4448.1,0.29,Jun,234.99
India,2024,234.68,13220.02,79.72,12.84,21.48,18.12,3533.88,0.22,Mar,232.87
India,2024,6661.75,29096.42,16.99,29.66,35.61,39.66,3437.73,0.29,May,6301.6
India,2024,7265.9,39695.47,39.57,20.88,56.02,25.76,2722.41,0.41,Nov,7219.28
India,2024,6083.18,30698.38,59.82,29.85,49.42,20.86,3066.1,0.22,Oct,5955.78
India,2024,1491.73,14130.85,47.64,53.76,38.12,38.95,490.71,0.47,Sep,1437.9
Japan,2000,3233.72,2344.23,33.77,75.18,38.91,12.03,4182.77,0.16,Apr,2973.75
Japan,2000,2116.85,29342.55,54.75,77.53,37.67,14.99,497.05,0.25,Aug,2186.69
Japan,2000,386.97,49551.14,24.25,60.83,36.27,39.84,718.64,0.1,Dec,374.38
Japan,2000,9667.7,29476.91,59.16,35.38,57.76,37.41,1151.36,0.4,Feb,8983.16
Japan,2000,1760.2,40177.37,20.3,58.83,39.73,32.42,3050.34,0.39,Jan,1681.28
Japan,2000,1833.89,34686.21,10.97,21.09,43.98,27.47,4545.12,0.35,Jul,1764.42
Japan,2000,5626.77,2327.17,28.86,21.82,39.47,32.38,207.01,0.25,Jun,5762.55
Japan,2000,6099.73,12090.88,17.2,53.19,26.04,33.08,3253.26,0.36,May,6160.98
Japan,2000,4002.29,24663.19,77.11,26.61,27.33,11.34,331.63,0.08,Nov,4063.91
Japan,2000,8374.3,48752.98,29.9,27.76,59.07,23.12,1219.2,0.29,Oct,7550.73
Japan,2000,7569.94,49443.33,24.83,22.05,28.81,26.16,3740.79,0.21,Sep,7285.49
Japan,2001,347.86,41231.02,78.16,55.2,24.08,24.51,311.64,0.14,Apr,338.19
Japan,2001,1213.73,4977.46,76.65,29.19,26.43,15.93,2580.02,0.34,Aug,1095.85
Japan,2001,9721.95,26421.99,34.67,67.5,55.37,25.07,1601.3,0.16,Dec,9128.64
Japan,2001,5561.63,5691.41,61.02,69.52,45.84,31.88,4131.35,0.34,Feb,5639.73
Japan,2001,3541.04,24194.67,49.36,54.35,42.68,31.59,4160.01,0.26,Jan,3259.76
Japan,2001,8117.83,29587.47,44.81,32.84,37.52,18.13,2980.6,0.44,Jul,7957.88
Japan,2001,8041.99,21250.39,73.03,38.37,57.32,26.42,862.16,0.27,Jun,7497.39
Japan,2001,2078.62,24519.33,70.35,45.33,25.38,22.5,4395.37,0.4,Mar,1874.54
Japan,2001,4818.22,32885.6,47.34,19.29,25.16,39.66,114.82,0.42,May,4510.72
Japan,2001,3226.35,28348.55,26.38,72.08,35.74,37.09,3959.12,0.24,Nov,3375.99
Japan,2001,5625.61,47911.08,27.38,48.25,27.14,19.46,4495.2,0.26,Oct,5739.42
Japan,2001,694.36,45537.77,71.98,10.1,38.79,10.05,2571.7,0.42,Sep,724.87
Japan,2002,622.56,11420.88,30.99,31.86,34.7,12.06,2321.47,0.25,Apr,605.86
Japan,2002,4759.84,32190.82,11.84,21.76,50.18,35.24,63.11,0.25,Aug,4362.21
Japan,2002,3452.0,44691.08,79.4,63.12,44.4,22.44,3143.18,0.15,Dec,3390.53
Japan,2002,3474.77,17523.7,53.59,37.82,21.52,21.35,4060.45,0.1,Feb,3364.12
Japan,2002,4354.04,29633.43,34.29,66.23,46.43,17.79,666.63,0.16,Jan,4470.09
Japan,2002,9928.59,16945.82,53.92,78.39,53.55,37.43,1969.44,0.47,Jul,9081.8
Japan,2002,4476.83,29710.37,60.56,49.5,47.12,24.43,4129.68,0.12,Jun,4357.01
Japan,2002,1950.66,26254.29,46.11,37.01,37.8,35.44,181.21,0.39,Mar,1799.5
Japan,2002,3655.81,4206.0,30.1,55.34,40.79,24.26,493.78,0.47,May,3468.27
Japan,2002,788.13,16266.67,19.71,76.85,32.25,39.21,4470.74,0.45,Oct,796.49
Japan,2002,458.23,49231.83,62.53,28.08,58.62,34.84,1631.78,0.46,Sep,445.13
Japan,2003,4734.21,5995.78,69.28,61.87,24.99,21.42,1979.04,0.41,Apr,4527.72
Japan,2003,5210.71,16720.15,15.98,70.52,26.11,12.72,2298.27,0.08,Aug,4997.96
Japan,2003,5313.93,45843.56,53.92,35.09,22.55,23.38,2457.4,0.07,Dec,5148.76
Japan,2003,3789.49,33913.04,9.01,34.18,22.45,35.26,1442.19,0.21,Feb,3856.76
Japan,2003,9274.46,7301.79,87.47,76.9,44.4,26.69,3268.03,0.13,Jan,9588.05
Japan,2003,7418.97,22130.09,69.44,77.16,33.88,10.66,1854.65,0.22,Jul,7740.21
Japan,2003,9724.61,5585.92,35.13,65.93,22.18,33.46,3046.96,0.16,Jun,9900.0
Japan,2003,3193.97,4544.88,85.94,28.18,57.01,23.08,3436.49,0.34,Mar,3025.68
Japan,2003,7684.19,11526.91,41.22,18.84,49.22,39.27,155.97,0.44,May,7708.93
Japan,2003,4025.74,24978.52,38.05,60.5,30.05,29.6,2022.02,0.34,Nov,3887.42
Japan,2003,1399.13,12174.23,55.08,63.92,20.96,24.72,2320.04,0.24,Oct,1312.66
Japan,2003,8078.7,13775.92,40.25,53.61,24.81,23.97,141.66,0.12,Sep,8289.8
Japan,2004,4283.08,28822.51,44.58,70.87,33.28,18.68,2912.16,0.49,Apr,3879.46
Japan,2004,7866.17,5384.41,48.28,34.19,56.38,31.02,4302.22,0.07,Aug,8143.56
Japan,2004,4546.48,14324.29,86.13,74.87,43.25,13.43,4148.74,0.38,Dec,4406.55
Japan,2004,9034.29,27351.28,33.52,68.99,44.1,11.73,286.21,0.37,Feb,8994.36
Japan,2004,7589.19,22898.74,81.97,76.51,32.58,28.92,2571.0,0.17,Jan,7580.87
Japan,2004,2516.95,29566.51,49.92,42.11,37.28,25.92,325.73,0.21,Jul,2603.2
Japan,2004,3777.2,42636.68,8.0,35.68,38.76,33.57,1900.12,0.4,Jun,3760.2
Japan,2004,4962.42,8772.33,45.9,61.19,34.46,12.9,1661.28,0.19,Mar,4923.17
Japan,2004,1607.38,42008.65,8.14,55.91,34.32,24.77,57.64,0.17,May,1462.71
Japan,2004,6871.41,48235.47,21.61,64.58,35.2,34.54,3495.87,0.29,Nov,6718.6
Japan,2004,7626.04,38431.77,84.51,39.39,40.27,24.9,953.7,0.37,Oct,7035.22
Japan,2004,7259.68,20875.3,42.28,28.59,40.15,16.99,307.27,0.49,Sep,7336.74
Japan,2005,8521.2,29188.54,10.28,58.57,34.87,19.77,3772.35,0.36,Apr,8323.79
Japan,2005,1617.0,25885.58,12.17,42.65,51.76,37.01,3727.31,0.29,Aug,1620.29
Japan,2005,4821.36,25305.35,51.63,38.16,23.74,28.84,3497.02,0.09,Dec,4369.36
Japan,2005,2805.79,27308.74,84.05,49.42,21.61,13.38,3578.67,0.33,Feb,2560.9
Japan,2005,753.85,28969.35,37.21,13.39,40.95,28.29,1681.55,0.11,Jan,759.47
Japan,2005,6544.59,46664.71,24.65,67.32,42.81,26.97,1118.0,0.37,Jul,5960.9
Japan,2005,2770.2,48873.94,65.43,45.52,36.82,20.53,3393.34,0.41,Jun,2522.79
Japan,2005,9793.62,45538.61,60.04,53.76,58.43,32.66,3371.92,0.45,Mar,8832.05
Japan,2005,8644.43,18900.29,17.24,24.09,20.14,29.68,3651.49,0.12,May,9020.25
Japan,2005,8045.23,20125.17,83.94,56.31,26.29,32.99,4125.32,0.46,Nov,8130.72
Japan,2005,973.95,11053.61,6.89,33.79,31.42,39.8,3878.48,0.35,Oct,928.16
Japan,2005,6708.73,3352.36,65.67,48.7,20.11,23.34,3793.18,0.4,Sep,6336.26
Japan,2006,8116.86,41302.35,6.11,77.37,50.92,34.92,3389.28,0.08,Apr,7730.95
Japan,2006,1174.7,13374.58,23.07,66.73,36.16,33.66,511.38,0.45,Aug,1193.73
Japan,2006,7258.04,8807.19,37.45,54.65,54.94,22.9,2590.41,0.29,Dec,7252.27
Japan,2006,5266.09,23892.61,82.65,65.61,47.11,32.53,1275.67,0.06,Feb,4885.77
Japan,2006,6132.04,24599.0,24.55,12.85,20.08,11.67,422.76,0.19,Jan,5678.98
Japan,2006,3559.8,17602.62,77.09,29.93,22.59,29.63,4917.68,0.09,Jul,3256.36
Japan,2006,3142.21,13619.65,37.09,16.34,55.99,27.74,401.64,0.35,Jun,3139.21
Japan,2006,666.08,25445.95,45.74,68.5,34.51,30.46,3378.57,0.27,Mar,675.84
Japan,2006,9845.37,33711.07,83.82,77.45,57.06,39.49,1674.41,0.2,May,9252.26
Japan,2006,3176.49,24129.68,12.59,10.8,44.29,29.68,1695.24,0.22,Nov,2868.82
Japan,2006,6182.89,17992.3,89.05,22.26,52.43,26.29,3763.94,0.44,Oct,5640.81
Japan,2006,8099.31,7997.76,73.59,58.0,53.32,20.24,1271.27,0.45,Sep,8465.23
Japan,2007,2305.31,45697.86,23.24,65.6,22.95,20.16,4434.6,0.2,Apr,2176.94
Japan,2007,5995.95,23054.63,29.81,54.88,58.49,30.39,3997.22,0.38,Aug,6088.19
Japan,2007,7199.48,19674.45,19.5,46.88,20.71,29.96,2595.03,0.47,Dec,7154.12
Japan,2007,8179.64,3645.83,46.77,68.43,47.43,11.87,51.91,0.31,Feb,7830.3
Japan,2007,5952.73,19902.49,6.61,22.57,47.29,11.0,1290.72,0.16,Jan,5541.12
Japan,2007,9511.75,2276.04,52.88,46.28,56.78,13.08,3931.97,0.17,Jul,8733.76
Japan,2007,2301.62,46631.73,43.4,59.48,55.04,37.71,2201.9,0.08,Jun,2283.79
Japan,2007,8894.51,36258.76,11.45,60.55,53.21,38.05,123.67,0.27,Mar,9038.56
Japan,2007,8191.73,40180.66,6.03,60.49,32.02,22.26,3186.31,0.36,May,8163.76
Japan,2007,7363.99,15743.09,66.89,43.17,21.88,31.78,126.07,0.19,Nov,7213.36
Japan,2007,498.38,27415.41,23.75,62.35,31.22,31.97,1308.62,0.07,Oct,451.68
Japan,2007,9952.3,31877.62,24.37,40.93,55.23,37.23,288.93,0.06,Sep,10402.87
Japan,2008,9400.39,10338.25,8.38,23.08,41.47,11.0,2983.0,0.37,Apr,9586.58
Japan,2008,6134.25,43748.78,28.41,68.83,26.68,28.8,3090.22,0.4,Aug,5790.26
Japan,2008,7783.33,23880.65,31.21,32.72,27.18,38.42,902.58,0.44,Dec,8149.11
Japan,2008,7276.64,24481.33,16.07,61.37,22.43,31.01,1187.1,0.48,Feb,7205.93
Japan,2008,9013.72,40931.7,81.88,41.73,26.2,35.55,3187.72,0.4,Jan,8899.82
Japan,2008,184.69,41296.87,63.52,56.5,41.27,35.96,4828.4,0.26,Jul,186.95
Japan,2008,520.46,3453.28,11.15,72.16,37.36,36.1,4250.33,0.39,Jun,531.79
Japan,2008,4669.14,3411.06,86.5,63.06,56.44,35.38,4453.99,0.27,Mar,4662.0
Japan,2008,6657.48,28938.25,67.27,67.6,51.26,37.71,4784.06,0.11,Nov,6119.65
Japan,2008,3376.94,38046.9,20.38,28.95,43.48,28.43,4999.34,0.31,Oct,3210.59
Japan,2008,9326.03,44818.11,52.98,61.64,32.17,21.24,4275.35,0.4,Sep,9691.73
Japan,2009,7189.74,19609.36,59.02,43.41,23.62,38.35,4893.13,0.47,Apr,6713.01
Japan,2009,7912.53,41044.06,28.49,54.94,33.87,12.14,632.05,0.4,Aug,7562.99
Japan,2009,2038.17,34938.66,20.01,29.55,38.9,21.53,1844.12,0.28,Dec,1966.45
Japan,2009,9724.99,10888.82,14.49,63.27,54.54,28.83,1308.18,0.17,Feb,9393.47
Japan,2009,7849.08,3950.38,23.65,53.88,35.99,25.84,2252.67,0.11,Jan,7785.82
Japan,2009,7798.66,17223.23,73.95,56.35,40.48,29.09,2888.59,0.19,Jul,8122.0
Japan,2009,7783.55,34132.98,86.0,26.43,49.49,11.2,1940.62,0.16,Jun,7286.21
Japan,2009,1207.21,22106.42,74.01,75.42,33.4,34.48,210.79,0.18,Mar,1108.49
Japan,2009,2594.95,9297.94,44.8,73.92,34.55,29.2,2607.42,0.35,May,2412.32
Japan,2009,4736.06,15786.54,70.1,55.08,38.51,37.96,226.22,0.33,Nov,4892.53
Japan,2009,6580.31,44589.85,45.66,54.18,26.92,36.98,3799.43,0.14,Oct,6559.72
Japan,2009,9677.12,36580.17,83.86,49.97,35.05,39.79,4949.18,0.42,Sep,9124.42
Japan,2010,6375.14,19167.69,35.04,61.49,48.88,25.98,1547.41,0.39,Aug,6517.89
Japan,2010,1527.48,39039.38,56.98,36.91,30.88,30.73,4720.25,0.32,Dec,1572.09
Japan,2010,9580.28,19451.71,51.03,47.28,38.31,14.71,4231.53,0.12,Feb,9838.73
Japan,2010,9014.01,26641.3,41.11,61.78,43.88,23.69,2658.82,0.29,Jan,9355.09
Japan,2010,3454.55,35813.7,9.84,60.54,45.56,33.42,388.13,0.44,Jul,3239.8
Japan,2010,8974.73,16468.03,80.5,49.46,24.44,27.31,286.95,0.48,Jun,9093.7
Japan,2010,4995.57,24999.71,52.45,53.98,27.09,11.37,425.57,0.05,Mar,4841.11
Japan,2010,9234.68,16896.94,54.29,23.09,20.5,19.57,2183.06,0.07,May,9477.55
Japan,2010,809.34,13778.01,67.23,20.68,55.1,35.46,784.03,0.17,Nov,816.85
Japan,2010,8069.29,15154.82,36.76,12.08,50.5,22.63,4352.62,0.18,Oct,8202.17
Japan,2010,7871.46,1318.53,64.16,11.63,37.41,34.81,1404.08,0.21,Sep,7859.06
Japan,2011,454.51,23474.89,83.01,28.29,38.88,38.72,1706.74,0.33,Apr,421.16
Japan,2011,8066.9,39962.22,72.45,78.25,36.48,35.57,1427.49,0.48,Aug,7919.71
Japan,2011,2593.89,43825.45,81.85,58.27,34.83,18.23,2643.8,0.1,Dec,2717.62
Japan,2011,8057.17,25626.71,84.51,28.61,55.23,35.08,1011.11,0.16,Feb,8384.36
Japan,2011,9378.18,6329.23,42.65,18.66,33.35,32.67,1271.43,0.39,Jan,8501.1
Japan,2011,7386.93,37146.26,46.64,74.04,38.88,24.51,3708.07,0.37,Jul,6830.86
Japan,2011,6152.17,39779.58,82.63,43.44,22.85,14.39,2420.39,0.2,Jun,5658.52
Japan,2011,9210.68,18584.01,65.5,10.34,40.51,35.88,1040.21,0.17,Mar,9292.63
Japan,2011,1191.42,21225.28,37.63,57.78,50.75,11.95,1592.2,0.41,May,1218.43
Japan,2011,8182.96,49923.09,54.14,22.67,31.95,22.38,2832.34,0.12,Oct,7626.74
Japan,2011,1173.96,7998.51,75.36,65.53,40.15,34.2,4082.19,0.18,Sep,1145.64
Japan,2012,6595.68,49295.5,83.68,21.38,55.73,32.66,2310.2,0.42,Aug,6767.86
Japan,2012,5697.49,12617.25,85.11,65.06,50.91,20.0,876.56,0.12,Dec,5754.01
Japan,2012,4061.44,10805.11,45.65,75.11,34.7,32.48,2141.11,0.43,Feb,3985.64
Japan,2012,6192.52,24806.16,45.44,45.57,26.86,35.76,2242.17,0.35,Jan,6121.63
Japan,2012,3984.32,18670.48,67.31,51.68,36.2,27.01,1564.82,0.4,Jul,3889.71
Japan,2012,7040.57,30531.35,75.71,61.08,32.72,26.88,3616.91,0.34,Jun,6650.75
Japan,2012,9103.82,39705.06,33.97,15.74,38.22,11.4,4788.47,0.49,Mar,8965.02
Japan,2012,7896.15,35160.39,19.85,27.49,47.27,10.77,459.09,0.4,May,7922.47
Japan,2012,9370.82,30714.17,29.05,72.46,59.96,30.19,4384.08,0.19,Nov,9661.3
Japan,2012,8914.06,14247.99,17.08,41.73,37.7,24.42,2116.96,0.05,Oct,8873.44
Japan,2012,5420.1,28663.68,47.4,44.35,46.1,16.29,2764.39,0.43,Sep,5496.89
Japan,2013,438.53,800.5,23.7,12.86,29.16,33.16,1590.58,0.28,Apr,405.21
Japan,2013,2446.71,39354.5,50.34,71.27,23.89,22.43,287.58,0.3,Aug,2371.43
Japan,2013,6861.08,19307.74,10.43,71.01,55.35,32.55,4228.11,0.16,Dec,6184.58
Japan,2013,6329.08,13555.44,84.42,17.7,42.31,21.62,679.14,0.26,Feb,5930.36
Japan,2013,2400.01,3126.06,18.42,61.58,35.48,34.92,4234.65,0.31,Jan,2421.54
Japan,2013,5780.89,21099.45,17.99,74.49,56.96,18.85,1237.86,0.37,Jul,6062.83
Japan,2013,5833.34,29664.56,53.76,75.08,36.98,29.32,4273.48,0.29,Jun,5336.79
Japan,2013,7429.02,981.43,78.03,42.64,29.25,21.59,2929.42,0.5,Mar,7133.52
Japan,2013,3363.5,9458.17,10.95,54.54,57.87,14.63,731.2,0.41,May,3430.81
Japan,2013,6950.73,30356.48,27.61,68.65,49.11,11.67,3599.34,0.1,Nov,6468.39
Japan,2013,6746.21,3569.0,55.51,20.93,22.71,28.32,3432.64,0.4,Oct,6633.3
Japan,2013,1004.58,32337.1,47.46,37.02,33.48,36.65,2997.46,0.32,Sep,1014.59
Japan,2014,3259.04,11418.12,14.94,22.18,24.63,16.08,741.02,0.12,Apr,3234.26
Japan,2014,1177.72,14508.1,65.23,68.78,49.63,37.63,1449.57,0.09,Aug,1093.16
Japan,2014,1954.45,16087.06,54.04,68.52,22.6,34.57,4254.59,0.28,Dec,1863.19
Japan,2014,9074.65,18864.92,80.87,46.02,49.1,32.88,1938.02,0.22,Feb,9234.08
Japan,2014,4697.27,8143.3,46.96,74.18,46.01,31.55,2429.15,0.14,Jan,4618.05
Japan,2014,8782.19,40696.24,67.22,43.46,48.96,28.3,2914.68,0.46,Jul,7910.86
Japan,2014,3069.92,34667.84,19.96,19.66,46.51,24.83,1017.4,0.3,Jun,3113.36
Japan,2014,6559.34,25024.76,18.76,17.43,53.31,25.83,2799.51,0.12,Mar,5938.15
Japan,2014,4685.97,10050.98,23.6,40.0,26.16,12.15,2156.5,0.08,May,4741.55
Japan,2014,1945.41,30288.46,37.7,14.82,53.4,14.95,787.9,0.25,Nov,1809.96
Japan,2014,2805.96,44266.13,73.12,41.91,51.6,22.87,3709.61,0.25,Oct,2928.61
Japan,2014,3880.53,10108.14,48.78,44.15,44.13,35.27,1845.67,0.06,Sep,3706.65
Japan,2015,3679.74,40268.69,80.75,18.45,44.37,18.46,3875.29,0.12,Apr,3492.22
Japan,2015,2952.64,2986.73,67.12,13.18,24.25,36.04,4135.73,0.27,Aug,2723.32
Japan,2015,3809.07,19909.61,26.81,76.03,58.96,34.04,4190.85,0.25,Dec,3602.77
Japan,2015,5835.7,4741.98,27.14,24.54,57.55,24.71,879.31,0.26,Feb,6019.51
Japan,2015,5492.41,23533.12,29.13,38.79,35.41,12.16,3313.29,0.22,Jan,5764.01
Japan,2015,8833.21,10368.29,52.84,24.92,41.35,30.53,484.2,0.3,Jul,8437.89
Japan,2015,6590.03,21334.48,41.2,27.27,51.67,12.49,1277.03,0.45,Jun,6374.48
Japan,2015,9337.63,12286.23,59.0,52.39,58.68,14.86,2444.24,0.49,Mar,9415.23
Japan,2015,2078.23,18624.6,31.84,39.95,28.54,26.69,4817.23,0.16,May,2146.66
Japan,2015,6868.98,47848.07,71.21,53.72,25.9,37.56,3566.96,0.23,Nov,6793.12
Japan,2015,3231.71,30024.06,40.84,26.36,32.78,10.19,1045.71,0.15,Oct,3098.33
Japan,2015,1626.14,18704.99,60.15,69.98,54.89,32.94,1843.16,0.16,Sep,1564.17
Japan,2016,7670.03,12817.16,24.29,67.68,54.56,17.81,2192.3,0.47,Apr,7703.34
Japan,2016,7436.96,24816.11,88.58,27.0,47.48,23.33,2388.35,0.08,Aug,6696.85
Japan,2016,8834.58,44777.33,23.68,77.41,36.78,33.78,1552.38,0.15,Dec,8772.19
Japan,2016,4626.88,10465.07,35.23,62.94,26.33,27.04,1237.9,0.32,Feb,4410.92
Japan,2016,8910.98,21295.77,22.17,54.52,46.85,30.32,3608.75,0.41,Jan,9081.44
Japan,2016,9215.57,15866.43,44.48,68.82,34.92,37.0,4304.63,0.41,Jul,8422.56
Japan,2016,7200.15,35103.76,66.77,18.09,48.36,28.78,4357.07,0.31,Jun,7115.41
Japan,2016,8864.3,5281.07,77.83,27.77,26.01,37.34,1330.33,0.24,Mar,8617.39
Japan,2016,6536.76,12243.0,89.27,64.6,59.59,30.08,4550.25,0.11,May,6512.89
Japan,2016,3486.74,31130.91,58.63,25.1,38.16,39.36,3980.45,0.29,Nov,3171.99
Japan,2016,1566.96,47643.56,86.6,15.1,34.46,39.47,1091.35,0.35,Oct,1546.59
Japan,2016,5508.46,5849.43,31.22,25.56,25.21,25.76,523.57,0.37,Sep,5421.55
Japan,2017,5836.12,31457.21,21.6,22.77,39.56,24.13,4082.55,0.09,Apr,5743.32
Japan,2017,4452.46,10033.59,48.9,17.36,20.99,19.54,4476.72,0.24,Aug,4410.26
Japan,2017,5005.84,41197.48,49.89,22.75,24.83,14.42,2292.34,0.21,Dec,5013.2
Japan,2017,4640.42,16071.07,5.54,20.74,41.79,22.95,2345.25,0.18,Feb,4736.7
Japan,2017,7346.48,12124.38,52.17,54.78,20.37,13.82,4241.43,0.36,Jan,6909.17
Japan,2017,5506.3,30883.05,19.91,55.46,36.89,18.63,2112.7,0.47,Jul,5637.12
Japan,2017,7870.42,5673.95,65.22,69.93,33.16,17.83,889.65,0.26,Jun,7671.6
Japan,2017,8006.27,43352.53,46.57,25.92,52.56,25.72,2854.65,0.3,Mar,7298.19
Japan,2017,7183.29,44682.9,89.59,12.22,57.19,31.4,1865.27,0.43,May,6528.05
Japan,2017,8073.04,3414.17,5.29,68.93,36.98,11.17,1359.44,0.39,Nov,7670.48
Japan,2017,765.13,3520.87,48.85,64.26,41.71,17.46,2353.61,0.07,Oct,778.7
Japan,2017,8992.9,40780.06,6.49,19.81,32.68,21.0,993.31,0.16,Sep,9048.23
Japan,2018,2040.19,11841.18,42.74,36.26,58.11,13.9,3185.49,0.35,Apr,2077.51
Japan,2018,3603.88,7963.19,29.23,74.28,43.46,18.73,2971.78,0.15,Aug,3523.12
